Perturbation	Cell Count	Rank	geneName
sciPlex3_K562_1μM	247	9	Roxadustat
sciPlex3_MCF7_0.01μM	246	10	Roxadustat
sciPlex3_K562_0.01μM	230	11	Roxadustat
sciPlex3_K562_0.1μM	198	12	Roxadustat
sciPlex3_MCF7_0.01μM	474	1	PD173074
sciPlex3_MCF7_0.1μM	446	2	PD173074
sciPlex3_MCF7_1μM	351	3	PD173074
sciPlex3_K562_0.1μM	284	4	PD173074
sciPlex3_K562_1μM	268	5	PD173074
sciPlex3_K562_0.01μM	266	6	PD173074
sciPlex3_A549_0.1μM	253	7	PD173074
sciPlex3_K562_10μM	249	8	PD173074
sciPlex3_A549_1μM	227	9	PD173074
sciPlex3_A549_10μM	188	10	PD173074
sciPlex3_MCF7_10μM	183	11	PD173074
sciPlex3_A549_0.01μM	109	12	PD173074
K562_GW	308	1	E2F6
210322_TFAtlas	263	2	E2F6
PRJNA524331	214	3	E2F6
RPE1_essential	156	4	E2F6
K562_essential	150	5	E2F6
K562_GW	241	1	POU2F1
210322_TFAtlas	109	2	POU2F1
exp8	622	1	ATF5
210322_TFAtlas	216	2	ATF5
K562_essential	120	3	ATF5
RPE1_essential	63	4	ATF5
K562_GW	41	5	ATF5
sciPlex3_MCF7_0.1μM	384	1	Mercaptopurine
sciPlex3_A549_0.1μM	319	2	Mercaptopurine
sciPlex3_K562_0.1μM	275	3	Mercaptopurine
sciPlex3_A549_1μM	270	4	Mercaptopurine
sciPlex3_A549_0.01μM	260	5	Mercaptopurine
sciPlex3_K562_0.01μM	253	6	Mercaptopurine
sciPlex3_MCF7_0.01μM	211	7	Mercaptopurine
sciPlex3_K562_1μM	203	8	Mercaptopurine
sciPlex3_K562_10μM	132	9	Mercaptopurine
sciPlex3_MCF7_1μM	131	10	Mercaptopurine
sciPlex3_MCF7_10μM	108	11	Mercaptopurine
sciPlex3_A549_10μM	88	12	Mercaptopurine
Perturb-CITE-seq	315	1	UQCRFS1
K562_GW	150	2	UQCRFS1
K562_essential	98	3	UQCRFS1
RPE1_essential	31	4	UQCRFS1
exp7	1134	1	HNRNPA2B1
K562_GW	223	2	HNRNPA2B1
CRISPRa	175	3	HNRNPA2B1
CRISPRi	125	4	HNRNPA2B1
210322_TFAtlas	1376	1	NFKBIB
K562_GW	245	2	NFKBIB
PRJNA787633	736	1	RELA
stimulated	255	2	RELA
unstimulated	195	3	RELA
K562_GW	185	4	RELA
210322_TFAtlas	162	5	RELA
Jurkat_TCR	91	6	RELA
REDESIGN	681	1	ZFPM2
WTX_DIFFEX	430	2	ZFPM2
L1000	293	3	ZFPM2
TAP_DIFFEX	245	4	ZFPM2
K562_GW	143	5	ZFPM2
screen-matrices	656	1	GATA4
210322_TFAtlas	309	2	GATA4
PRJNA524331	161	3	GATA4
extend_61	77	4	GATA4
sample1-18	360	1	CUL3
CRISPRi_perturb_host	295	2	CUL3
K562_GW	164	3	CUL3
K562_essential	106	4	CUL3
RPE1_essential	99	5	CUL3
ECCITE	85	6	CUL3
UPR_Perturb_seq	486	1	SRPRB
exp1-5	423	2	SRPRB
K562_GW	184	3	SRPRB
RPE1_essential	143	4	SRPRB
K562_essential	138	5	SRPRB
sciPlex3_MCF7_0.01μM	629	1	UNC0631
sciPlex3_MCF7_10μM	298	2	UNC0631
sciPlex3_MCF7_0.1μM	280	3	UNC0631
sciPlex3_K562_0.01μM	279	4	UNC0631
sciPlex3_MCF7_1μM	264	5	UNC0631
sciPlex3_K562_10μM	243	6	UNC0631
sciPlex3_A549_0.01μM	242	7	UNC0631
sciPlex3_A549_1μM	238	8	UNC0631
sciPlex3_K562_0.1μM	238	9	UNC0631
sciPlex3_K562_1μM	219	10	UNC0631
sciPlex3_A549_10μM	168	11	UNC0631
sciPlex3_A549_0.1μM	152	12	UNC0631
210322_TFAtlas	233	1	ZNF576
K562_GW	102	2	ZNF576
PRJNA551220	889	1	LHX1
210322_TFAtlas	121	2	LHX1
exp6	2266	1	HMGCR
exp10	674	2	HMGCR
exp9	555	3	HMGCR
K562_GW	279	4	HMGCR
K562_essential	119	5	HMGCR
RPE1_essential	42	6	HMGCR
210322_TFAtlas	760	1	NFKBIL1
K562_GW	52	2	NFKBIL1
210322_TFAtlas	226	1	UBP1
K562_GW	108	2	UBP1
210322_TFAtlas	105	1	LCORL
K562_GW	104	2	LCORL
210322_TFAtlas	1007	1	GBX2
CRISPRa	124	2	GBX2
210322_TFAtlas	164	1	NFIL3
K562_GW	158	2	NFIL3
sciPlex3_MCF7_0.01μM	464	1	Cediranib
sciPlex3_MCF7_0.1μM	436	2	Cediranib
sciPlex3_K562_0.1μM	296	3	Cediranib
sciPlex3_K562_1μM	279	4	Cediranib
sciPlex3_K562_0.01μM	272	5	Cediranib
sciPlex3_MCF7_1μM	202	6	Cediranib
sciPlex3_A549_0.01μM	201	7	Cediranib
sciPlex3_MCF7_10μM	194	8	Cediranib
sciPlex3_A549_1μM	150	9	Cediranib
sciPlex3_A549_0.1μM	125	10	Cediranib
sciPlex3_A549_10μM	121	11	Cediranib
sciPlex3_K562_10μM	93	12	Cediranib
K562_essential	197	1	DCTN1
RPE1_essential	156	2	DCTN1
CRISPRi	130	3	DCTN1
K562_GW	113	4	DCTN1
210322_TFAtlas	302	1	MNAT1
K562_GW	85	2	MNAT1
RPE1_essential	77	3	MNAT1
K562_essential	57	4	MNAT1
210322_TFAtlas	2006	1	MLX
K562_GW	145	2	MLX
K562_essential	102	1	MYBBP1A
K562_GW	97	2	MYBBP1A
RPE1_essential	30	3	MYBBP1A
210322_TFAtlas	28	4	MYBBP1A
CRISPRi_perturb_host	324	1	RAB6A
K562_GW	148	2	RAB6A
RPE1_essential	73	3	RAB6A
K562_essential	59	4	RAB6A
sciPlex3_MCF7_1μM	379	1	CUDC-907
sciPlex3_MCF7_0.01μM	316	2	CUDC-907
sciPlex3_MCF7_10μM	313	3	CUDC-907
sciPlex3_MCF7_0.1μM	302	4	CUDC-907
sciPlex3_A549_0.01μM	160	5	CUDC-907
sciPlex3_A549_1μM	159	6	CUDC-907
sciPlex3_A549_0.1μM	131	7	CUDC-907
sciPlex3_K562_0.01μM	126	8	CUDC-907
sciPlex3_K562_1μM	98	9	CUDC-907
sciPlex3_K562_0.1μM	85	10	CUDC-907
sciPlex3_A549_10μM	67	11	CUDC-907
sciPlex3_K562_10μM	47	12	CUDC-907
210322_TFAtlas	2241	1	HES6
K562_GW	74	2	HES6
210322_TFAtlas	176	1	HOXB2
K562_GW	170	2	HOXB2
K562_GW	77	1	TRIM27
210322_TFAtlas	60	2	TRIM27
K562_GW	197	1	BRCA1
Dox	122	2	BRCA1
Mock	110	3	BRCA1
K562_essential	104	4	BRCA1
exp8	1277	1	RPS18
exp7	472	2	RPS18
K562_essential	107	3	RPS18
RPE1_essential	37	4	RPS18
K562_GW	33	5	RPS18
exp6	25	6	RPS18
UPR_Perturb_seq	452	1	MRGBP
K562_GW	75	2	MRGBP
K562_essential	54	3	MRGBP
RPE1_essential	31	4	MRGBP
sciPlex3_A549_0.01μM	280	1	Barasertib
sciPlex3_MCF7_1μM	231	2	Barasertib
sciPlex3_MCF7_10μM	224	3	Barasertib
sciPlex3_MCF7_0.01μM	223	4	Barasertib
sciPlex3_K562_0.01μM	209	5	Barasertib
sciPlex3_A549_0.1μM	206	6	Barasertib
sciPlex3_A549_1μM	206	7	Barasertib
sciPlex3_MCF7_0.1μM	190	8	Barasertib
sciPlex3_A549_10μM	175	9	Barasertib
sciPlex3_K562_10μM	121	10	Barasertib
sciPlex3_K562_0.1μM	112	11	Barasertib
sciPlex3_K562_1μM	95	12	Barasertib
k562_ccycle	1326	1	CENPE
K562_essential	131	2	CENPE
K562_GW	118	3	CENPE
RPE1_essential	28	4	CENPE
201218_RNA	748	1	CDX1
210322_TFAtlas	520	2	CDX1
210322_TFAtlas	2366	1	BID
K562_GW	185	2	BID
Dox	136	3	BID
Mock	121	4	BID
exp8	1202	1	HOXD13
210322_TFAtlas	95	2	HOXD13
sciPlex3_MCF7_0.1μM	394	1	MK-0752
sciPlex3_MCF7_1μM	330	2	MK-0752
sciPlex3_A549_0.01μM	284	3	MK-0752
sciPlex3_K562_1μM	267	4	MK-0752
sciPlex3_MCF7_0.01μM	259	5	MK-0752
sciPlex3_K562_0.1μM	258	6	MK-0752
sciPlex3_K562_0.01μM	252	7	MK-0752
sciPlex3_K562_10μM	249	8	MK-0752
sciPlex3_A549_1μM	244	9	MK-0752
sciPlex3_MCF7_10μM	229	10	MK-0752
sciPlex3_A549_0.1μM	98	11	MK-0752
sciPlex3_A549_10μM	79	12	MK-0752
PRJNA787633	387	1	ALX4
210322_TFAtlas	50	2	ALX4
sciPlex3_MCF7_0.01μM	458	1	CUDC-101
sciPlex3_MCF7_10μM	378	2	CUDC-101
sciPlex3_K562_0.01μM	315	3	CUDC-101
sciPlex3_MCF7_0.1μM	294	4	CUDC-101
sciPlex3_MCF7_1μM	275	5	CUDC-101
sciPlex3_A549_0.01μM	271	6	CUDC-101
sciPlex3_A549_0.1μM	223	7	CUDC-101
sciPlex3_K562_0.1μM	214	8	CUDC-101
sciPlex3_A549_10μM	148	9	CUDC-101
sciPlex3_A549_1μM	138	10	CUDC-101
sciPlex3_K562_1μM	137	11	CUDC-101
sciPlex3_K562_10μM	75	12	CUDC-101
210322_TFAtlas	842	1	NFIB
201218_RNA	129	2	NFIB
K562_GW	299	1	THAP7
210322_TFAtlas	56	2	THAP7
210322_TFAtlas	632	1	RUNX1
screen-repool-matrices	260	2	RUNX1
Dox	139	3	RUNX1
screen-matrices	138	4	RUNX1
Mock	128	5	RUNX1
K562_GW	112	6	RUNX1
extend_61	54	7	RUNX1
Jurkat_TCR	32	8	RUNX1
K562_essential	234	1	RPL6
CRISPRi	203	2	RPL6
K562_GW	74	3	RPL6
RPE1_essential	67	4	RPL6
RPE1_essential	190	1	TARS2
K562_GW	132	2	TARS2
K562_essential	74	3	TARS2
iPSC	44	4	TARS2
210322_TFAtlas	2182	1	MITF
pilot_14	507	2	MITF
K562_GW	402	3	MITF
extend_61	63	4	MITF
210322_TFAtlas	507	1	HOXB4
K562_GW	236	2	HOXB4
sciPlex3_MCF7_0.1μM	565	1	TGX-221
sciPlex3_MCF7_1μM	456	2	TGX-221
sciPlex3_MCF7_0.01μM	440	3	TGX-221
sciPlex3_MCF7_10μM	292	4	TGX-221
sciPlex3_A549_0.01μM	268	5	TGX-221
sciPlex3_K562_0.1μM	265	6	TGX-221
sciPlex3_K562_1μM	255	7	TGX-221
sciPlex3_K562_10μM	244	8	TGX-221
sciPlex3_K562_0.01μM	242	9	TGX-221
sciPlex3_A549_10μM	230	10	TGX-221
sciPlex3_A549_1μM	214	11	TGX-221
sciPlex3_A549_0.1μM	57	12	TGX-221
210322_TFAtlas	52	1	NAT10
K562_essential	28	2	NAT10
exp7	948	1	RPL9
K562_essential	159	2	RPL9
K562_GW	136	3	RPL9
RPE1_essential	42	4	RPL9
unstimulated	436	1	DOK2
stimulated	367	2	DOK2
K562_GW	144	3	DOK2
Jurkat_TCR	137	4	DOK2
Dox	182	1	CTCF
Mock	161	2	CTCF
210322_TFAtlas	138	3	CTCF
PRJNA524331	85	4	CTCF
K562_essential	68	5	CTCF
K562_GW	60	6	CTCF
sciPlex3_MCF7_0.01μM	579	1	Clevudine
sciPlex3_MCF7_0.1μM	540	2	Clevudine
sciPlex3_MCF7_10μM	488	3	Clevudine
sciPlex3_MCF7_1μM	460	4	Clevudine
sciPlex3_K562_0.1μM	248	5	Clevudine
sciPlex3_K562_10μM	247	6	Clevudine
sciPlex3_K562_0.01μM	247	7	Clevudine
sciPlex3_A549_1μM	240	8	Clevudine
sciPlex3_K562_1μM	237	9	Clevudine
sciPlex3_A549_0.01μM	142	10	Clevudine
sciPlex3_A549_10μM	141	11	Clevudine
sciPlex3_A549_0.1μM	112	12	Clevudine
K562_GW	165	1	SKIL
210322_TFAtlas	43	2	SKIL
sciPlex3_MCF7_0.01μM	502	1	Roscovitine
sciPlex3_MCF7_0.1μM	391	2	Roscovitine
sciPlex3_MCF7_1μM	339	3	Roscovitine
sciPlex3_K562_10μM	295	4	Roscovitine
sciPlex3_K562_1μM	286	5	Roscovitine
sciPlex3_MCF7_10μM	277	6	Roscovitine
sciPlex3_K562_0.1μM	260	7	Roscovitine
sciPlex3_A549_0.01μM	245	8	Roscovitine
sciPlex3_K562_0.01μM	242	9	Roscovitine
sciPlex3_A549_0.1μM	127	10	Roscovitine
sciPlex3_A549_10μM	119	11	Roscovitine
sciPlex3_A549_1μM	80	12	Roscovitine
K562_GW	242	1	TBX18
210322_TFAtlas	45	2	TBX18
K562_essential	288	1	EIF4G1
K562_GW	152	2	EIF4G1
CRISPRi	133	3	EIF4G1
RPE1_essential	76	4	EIF4G1
sciPlex3_A549_0.1μM	444	1	Mocetinostat
sciPlex3_A549_1μM	415	2	Mocetinostat
sciPlex3_MCF7_1μM	354	3	Mocetinostat
sciPlex3_MCF7_0.1μM	334	4	Mocetinostat
sciPlex3_A549_0.01μM	301	5	Mocetinostat
sciPlex3_MCF7_10μM	265	6	Mocetinostat
sciPlex3_MCF7_0.01μM	241	7	Mocetinostat
sciPlex3_K562_0.1μM	210	8	Mocetinostat
sciPlex3_K562_0.01μM	206	9	Mocetinostat
sciPlex3_K562_1μM	150	10	Mocetinostat
sciPlex3_A549_10μM	130	11	Mocetinostat
sciPlex3_K562_10μM	77	12	Mocetinostat
K562_GW	99	1	ZNF143
PRJNA524331	98	2	ZNF143
210322_TFAtlas	70	3	ZNF143
RPE1_essential	30	4	ZNF143
k562_tfs_highmoi	3287	1	ETS1
k562_tfs_7	1672	2	ETS1
k562_tfs_13	1005	3	ETS1
210322_TFAtlas	834	4	ETS1
Jurkat_TCR	32	5	ETS1
PRJNA551220	1795	1	TBX2
201218_RNA	31	2	TBX2
PRJNA551220	652	1	POU3F2
210322_TFAtlas	88	2	POU3F2
sciPlex3_MCF7_10μM	508	1	Streptozotocin
sciPlex3_MCF7_0.01μM	433	2	Streptozotocin
sciPlex3_K562_0.1μM	273	3	Streptozotocin
sciPlex3_K562_10μM	266	4	Streptozotocin
sciPlex3_K562_0.01μM	260	5	Streptozotocin
sciPlex3_A549_0.01μM	254	6	Streptozotocin
sciPlex3_A549_1μM	248	7	Streptozotocin
sciPlex3_K562_1μM	244	8	Streptozotocin
sciPlex3_MCF7_0.1μM	238	9	Streptozotocin
sciPlex3_A549_10μM	204	10	Streptozotocin
sciPlex3_A549_0.1μM	182	11	Streptozotocin
sciPlex3_MCF7_1μM	181	12	Streptozotocin
sciPlex3_MCF7_0.1μM	460	1	PCI-34051
sciPlex3_A549_10μM	445	2	PCI-34051
sciPlex3_A549_0.1μM	428	3	PCI-34051
sciPlex3_MCF7_1μM	421	4	PCI-34051
sciPlex3_MCF7_0.01μM	420	5	PCI-34051
sciPlex3_A549_1μM	416	6	PCI-34051
sciPlex3_A549_0.01μM	379	7	PCI-34051
sciPlex3_K562_0.1μM	261	8	PCI-34051
sciPlex3_K562_0.01μM	257	9	PCI-34051
sciPlex3_K562_1μM	250	10	PCI-34051
sciPlex3_MCF7_10μM	241	11	PCI-34051
sciPlex3_K562_10μM	195	12	PCI-34051
210322_TFAtlas	168	1	ELK4
K562_GW	120	2	ELK4
sciPlex3_MCF7_0.1μM	584	1	Valproic-acid-sodium-salt
sciPlex3_MCF7_10μM	435	2	Valproic-acid-sodium-salt
sciPlex3_K562_10μM	279	3	Valproic-acid-sodium-salt
sciPlex3_MCF7_0.01μM	273	4	Valproic-acid-sodium-salt
sciPlex3_A549_0.01μM	255	5	Valproic-acid-sodium-salt
sciPlex3_K562_1μM	255	6	Valproic-acid-sodium-salt
sciPlex3_K562_0.01μM	248	7	Valproic-acid-sodium-salt
sciPlex3_A549_1μM	247	8	Valproic-acid-sodium-salt
sciPlex3_MCF7_1μM	231	9	Valproic-acid-sodium-salt
sciPlex3_K562_0.1μM	224	10	Valproic-acid-sodium-salt
sciPlex3_A549_0.1μM	221	11	Valproic-acid-sodium-salt
sciPlex3_A549_10μM	86	12	Valproic-acid-sodium-salt
210322_TFAtlas	310	1	MYCN
extend_61	44	2	MYCN
K562_GW	204	1	ZSCAN30
210322_TFAtlas	121	2	ZSCAN30
K562_GW	509	1	XRCC1
K562_essential	254	2	XRCC1
CRISPRi	186	3	XRCC1
RPE1_essential	107	4	XRCC1
K562_GW	124	1	ZNF283
210322_TFAtlas	52	2	ZNF283
PRJNA524331	183	1	ETV5
210322_TFAtlas	98	2	ETV5
210322_TFAtlas	57	1	ZNF257
201218_RNA	37	2	ZNF257
Driver_lib	21675	1	MYC
REDESIGN	1562	2	MYC
WTX_DIFFEX	911	3	MYC
TAP_DIFFEX	902	4	MYC
L1000	730	5	MYC
210322_TFAtlas	578	6	MYC
extend_61	107	7	MYC
K562_GW	99	8	MYC
Perturb-CITE-seq	84	9	MYC
RPE1_essential	81	10	MYC
Pre_inject	72	11	MYC
ECCITE	55	12	MYC
K562_essential	42	13	MYC
K562_GW	185	1	PLAGL2
201218_RNA	166	2	PLAGL2
Dox	148	1	NF1
210322_TFAtlas	112	2	NF1
Mock	100	3	NF1
K562_GW	92	4	NF1
RPE1_essential	40	5	NF1
210322_TFAtlas	160	1	RCOR3
K562_GW	72	2	RCOR3
CRISPRi_perturb_host	351	1	LAMTOR4
K562_GW	156	2	LAMTOR4
RPE1_essential	89	3	LAMTOR4
K562_essential	84	4	LAMTOR4
sciPlex3_MCF7_0.1μM	539	1	Sorafenib-Tosylate
sciPlex3_MCF7_1μM	390	2	Sorafenib-Tosylate
sciPlex3_A549_0.01μM	277	3	Sorafenib-Tosylate
sciPlex3_K562_0.1μM	272	4	Sorafenib-Tosylate
sciPlex3_MCF7_0.01μM	262	5	Sorafenib-Tosylate
sciPlex3_K562_1μM	259	6	Sorafenib-Tosylate
sciPlex3_K562_0.01μM	244	7	Sorafenib-Tosylate
sciPlex3_A549_0.1μM	232	8	Sorafenib-Tosylate
sciPlex3_MCF7_10μM	231	9	Sorafenib-Tosylate
sciPlex3_A549_1μM	222	10	Sorafenib-Tosylate
sciPlex3_A549_10μM	116	11	Sorafenib-Tosylate
sciPlex3_K562_10μM	69	12	Sorafenib-Tosylate
210322_TFAtlas	459	1	TBX1
K562_GW	375	2	TBX1
CRISPRi_perturb_host	468	1	IRF9
210322_TFAtlas	105	2	IRF9
K562_GW	144	1	TAF6
K562_essential	108	2	TAF6
210322_TFAtlas	95	3	TAF6
RPE1_essential	75	4	TAF6
K562_GW	148	1	ZNF200
210322_TFAtlas	43	2	ZNF200
210322_TFAtlas	428	1	MXI1
K562_GW	356	2	MXI1
sciPlex3_MCF7_0.01μM	522	1	MC1568
sciPlex3_MCF7_0.1μM	466	2	MC1568
sciPlex3_A549_0.01μM	415	3	MC1568
sciPlex3_A549_10μM	348	4	MC1568
sciPlex3_A549_1μM	342	5	MC1568
sciPlex3_A549_0.1μM	330	6	MC1568
sciPlex3_MCF7_1μM	317	7	MC1568
sciPlex3_K562_1μM	292	8	MC1568
sciPlex3_MCF7_10μM	273	9	MC1568
sciPlex3_K562_10μM	260	10	MC1568
sciPlex3_K562_0.1μM	248	11	MC1568
sciPlex3_K562_0.01μM	227	12	MC1568
sciPlex3_MCF7_0.01μM	440	1	Tie2-kinase-inhibitor
sciPlex3_MCF7_0.1μM	401	2	Tie2-kinase-inhibitor
sciPlex3_K562_1μM	304	3	Tie2-kinase-inhibitor
sciPlex3_K562_0.01μM	292	4	Tie2-kinase-inhibitor
sciPlex3_K562_10μM	289	5	Tie2-kinase-inhibitor
sciPlex3_MCF7_1μM	285	6	Tie2-kinase-inhibitor
sciPlex3_K562_0.1μM	254	7	Tie2-kinase-inhibitor
sciPlex3_MCF7_10μM	204	8	Tie2-kinase-inhibitor
sciPlex3_A549_10μM	202	9	Tie2-kinase-inhibitor
sciPlex3_A549_0.01μM	162	10	Tie2-kinase-inhibitor
sciPlex3_A549_1μM	112	11	Tie2-kinase-inhibitor
sciPlex3_A549_0.1μM	65	12	Tie2-kinase-inhibitor
210322_TFAtlas	786	1	TEAD4
K562_GW	74	2	TEAD4
UPR_Perturb_seq	493	1	TIMM44
K562_GW	52	2	TIMM44
RPE1_essential	46	3	TIMM44
K562_essential	32	4	TIMM44
sciPlex3_A549_0.01μM	307	1	Alisertib
sciPlex3_MCF7_0.01μM	270	2	Alisertib
sciPlex3_A549_0.1μM	237	3	Alisertib
sciPlex3_A549_1μM	215	4	Alisertib
sciPlex3_K562_1μM	204	5	Alisertib
sciPlex3_MCF7_1μM	187	6	Alisertib
sciPlex3_K562_0.1μM	184	7	Alisertib
sciPlex3_A549_10μM	169	8	Alisertib
sciPlex3_MCF7_10μM	166	9	Alisertib
sciPlex3_MCF7_0.1μM	129	10	Alisertib
sciPlex3_K562_0.01μM	123	11	Alisertib
sciPlex3_K562_10μM	75	12	Alisertib
K562_GW	94	1	ZNF512
210322_TFAtlas	69	2	ZNF512
K562_GW	297	1	NR2F6
210322_TFAtlas	91	2	NR2F6
210322_TFAtlas	1043	1	ZNF780A
K562_GW	88	2	ZNF780A
K562_GW	279	1	FOXN3
210322_TFAtlas	53	2	FOXN3
exp6	394	1	ATRIP
K562_essential	184	2	ATRIP
K562_GW	127	3	ATRIP
exp9	44	4	ATRIP
exp10	42	5	ATRIP
exp1-5	452	1	UFL1
K562_GW	350	2	UFL1
UPR_Perturb_seq	179	3	UFL1
K562_essential	162	4	UFL1
RPE1_essential	86	5	UFL1
K562_GW	521	1	HMGB1
K562_essential	241	2	HMGB1
210322_TFAtlas	232	3	HMGB1
RPE1_essential	133	4	HMGB1
K562_GW	144	1	ATMIN
210322_TFAtlas	93	2	ATMIN
Perturb-CITE-seq	120	1	POLD2
RPE1_essential	87	2	POLD2
K562_GW	83	3	POLD2
K562_essential	35	4	POLD2
210322_TFAtlas	492	1	ZNF195
K562_GW	209	2	ZNF195
210322_TFAtlas	996	1	ZNF644
K562_GW	126	2	ZNF644
210322_TFAtlas	2158	1	MYCL
extend_61	237	2	MYCL
UPR_Perturb_seq	1411	1	DNAJC19
K562_essential	284	2	DNAJC19
K562_GW	144	3	DNAJC19
RPE1_essential	127	4	DNAJC19
K562_GW	213	1	STIL
PRJNA551220	186	2	STIL
K562_essential	171	3	STIL
RPE1_essential	60	4	STIL
201218_RNA	284	1	LMX1B
210322_TFAtlas	151	2	LMX1B
K562_GW	254	1	SALL2
210322_TFAtlas	53	2	SALL2
201218_RNA	196	1	GLIS1
210322_TFAtlas	139	2	GLIS1
sciPlex3_MCF7_0.01μM	591	1	RG108
sciPlex3_MCF7_10μM	563	2	RG108
sciPlex3_MCF7_1μM	503	3	RG108
sciPlex3_MCF7_0.1μM	498	4	RG108
sciPlex3_A549_1μM	284	5	RG108
sciPlex3_K562_0.01μM	257	6	RG108
sciPlex3_K562_0.1μM	250	7	RG108
sciPlex3_K562_1μM	237	8	RG108
sciPlex3_A549_0.01μM	233	9	RG108
sciPlex3_K562_10μM	229	10	RG108
sciPlex3_A549_10μM	140	11	RG108
sciPlex3_A549_0.1μM	126	12	RG108
PRJNA551220	825	1	SPI1
pilot	584	2	SPI1
exp8	324	3	SPI1
210322_TFAtlas	296	4	SPI1
extend_61	105	5	SPI1
K562_GW	73	6	SPI1
ECCITE	33	7	SPI1
CRISPRa	29	8	SPI1
K562_GW	181	1	COPZ1
UPR_Perturb_seq	156	2	COPZ1
RPE1_essential	145	3	COPZ1
K562_essential	130	4	COPZ1
sample1-18	271	1	SETD5
K562_GW	250	2	SETD5
PRJNA595864	180	3	SETD5
RPE1_essential	73	4	SETD5
210322_TFAtlas	3060	1	ZNF248
K562_GW	257	2	ZNF248
210322_TFAtlas	308	1	MED21
K562_essential	58	2	MED21
sciPlex3_MCF7_0.1μM	571	1	Cimetidine
sciPlex3_MCF7_0.01μM	486	2	Cimetidine
sciPlex3_MCF7_10μM	414	3	Cimetidine
sciPlex3_MCF7_1μM	284	4	Cimetidine
sciPlex3_A549_0.01μM	282	5	Cimetidine
sciPlex3_K562_0.1μM	248	6	Cimetidine
sciPlex3_K562_10μM	244	7	Cimetidine
sciPlex3_K562_1μM	242	8	Cimetidine
sciPlex3_K562_0.01μM	238	9	Cimetidine
sciPlex3_A549_0.1μM	224	10	Cimetidine
sciPlex3_A549_1μM	171	11	Cimetidine
sciPlex3_A549_10μM	116	12	Cimetidine
210322_TFAtlas	302	1	CCNT1
K562_GW	168	2	CCNT1
sciPlex3_MCF7_0.1μM	473	1	Capecitabine
sciPlex3_MCF7_0.01μM	467	2	Capecitabine
sciPlex3_MCF7_1μM	466	3	Capecitabine
sciPlex3_MCF7_10μM	437	4	Capecitabine
sciPlex3_K562_10μM	318	5	Capecitabine
sciPlex3_K562_1μM	290	6	Capecitabine
sciPlex3_K562_0.1μM	282	7	Capecitabine
sciPlex3_A549_0.1μM	265	8	Capecitabine
sciPlex3_K562_0.01μM	264	9	Capecitabine
sciPlex3_A549_1μM	247	10	Capecitabine
sciPlex3_A549_0.01μM	234	11	Capecitabine
sciPlex3_A549_10μM	227	12	Capecitabine
D2S	211	1	ARID1A
K562_GW	193	2	ARID1A
D1S	162	3	ARID1A
PRJNA551220	154	4	ARID1A
D2N	134	5	ARID1A
Dox	133	6	ARID1A
Mock	130	7	ARID1A
D1N	112	8	ARID1A
210322_TFAtlas	473	1	TBP
K562_GW	214	2	TBP
K562_essential	106	3	TBP
RPE1_essential	82	4	TBP
D2S	294	1	DGKZ
D1S	268	2	DGKZ
D2N	234	3	DGKZ
D1N	222	4	DGKZ
K562_GW	68	5	DGKZ
210322_TFAtlas	396	1	GTF2A1
K562_GW	111	2	GTF2A1
K562_essential	91	3	GTF2A1
RPE1_essential	36	4	GTF2A1
D2S	417	1	CBLB
D1S	398	2	CBLB
D1N	279	3	CBLB
D2N	223	4	CBLB
K562_GW	386	1	ANKRD11
K562_essential	201	2	ANKRD11
RPE1_essential	152	3	ANKRD11
sample1-18	114	4	ANKRD11
201218_RNA	2000	1	ESRRA
210322_TFAtlas	1642	2	ESRRA
K562_GW	205	3	ESRRA
PRJNA524331	115	4	ESRRA
K562_GW	160	1	ZIC2
210322_TFAtlas	38	2	ZIC2
K562_GW	262	1	CIZ1
210322_TFAtlas	103	2	CIZ1
CRISPRi	123	1	VPS35
RPE1_essential	120	2	VPS35
K562_GW	51	3	VPS35
K562_essential	41	4	VPS35
UPR_Perturb_seq	373	1	DHDDS
K562_essential	91	2	DHDDS
K562_GW	83	3	DHDDS
RPE1_essential	54	4	DHDDS
210322_TFAtlas	66	1	GFI1B
K562_GW	38	2	GFI1B
sciPlex3_MCF7_0.01μM	490	1	Fasudil-HA-1077-HCl
sciPlex3_A549_0.1μM	472	2	Fasudil-HA-1077-HCl
sciPlex3_MCF7_0.1μM	465	3	Fasudil-HA-1077-HCl
sciPlex3_MCF7_10μM	417	4	Fasudil-HA-1077-HCl
sciPlex3_A549_1μM	416	5	Fasudil-HA-1077-HCl
sciPlex3_A549_0.01μM	343	6	Fasudil-HA-1077-HCl
sciPlex3_MCF7_1μM	343	7	Fasudil-HA-1077-HCl
sciPlex3_A549_10μM	314	8	Fasudil-HA-1077-HCl
sciPlex3_K562_0.01μM	254	9	Fasudil-HA-1077-HCl
sciPlex3_K562_1μM	248	10	Fasudil-HA-1077-HCl
sciPlex3_K562_0.1μM	229	11	Fasudil-HA-1077-HCl
sciPlex3_K562_10μM	216	12	Fasudil-HA-1077-HCl
K562_GW	123	1	ZNF785
210322_TFAtlas	45	2	ZNF785
210322_TFAtlas	4646	1	MAX
K562_GW	187	2	MAX
K562_essential	156	3	MAX
PRJNA524331	154	4	MAX
RPE1_essential	83	5	MAX
exp7	655	1	EEF1A1
K562_GW	35	2	EEF1A1
K562_essential	33	3	EEF1A1
